航空公司,航班号,进机位时间,出机位时间,属性,航班任务,机型,最大旅客数
CZ,1980,2016-7-2 15:05:00,2016-7-2 17:25:00,国内,Y,319,252
CA,1981,2016-7-2 16:25:00,2016-7-2 17:30:00,国内,Y,320,312
CI,1982,2016-7-2 16:15:00,2016-7-2 17:30:00,国际,Y,773,1100
FM,1983,2016-7-2 15:50:00,2016-7-2 17:30:00,国内,Y,763,538
MU,1984,2016-7-2 16:30:00,2016-7-2 17:35:00,国内,Y,32V,312
CZ,1985,2016-7-2 16:30:00,2016-7-2 17:35:00,国内,Y,320,312
MU,1986,2016-7-2 16:35:00,2016-7-2 17:40:00,国内,Y,32V,312
MU,1987,2016-7-2 16:30:00,2016-7-2 17:40:00,国内,Y,73G,268
HU,1988,2016-7-2 16:35:00,2016-7-2 17:45:00,国内,Y,738,378
CZ,1989,2016-7-2 16:15:00,2016-7-2 17:45:00,国内,Y,319,252
9C,1990,2016-7-2 16:45:00,2016-7-2 17:50:00,国内,Y,320,312
MU,1991,2016-7-2 16:50:00,2016-7-2 17:55:00,国内,Y,320,312
MU,1992,2016-7-2 16:50:00,2016-7-2 17:55:00,国内,Y,320,312
CZ,1993,2016-7-2 15:40:00,2016-7-2 17:55:00,国内,Y,320,312
CZ,1994,2016-7-2 16:45:00,2016-7-2 18:00:00,国内,Y,333,880
CZ,1995,2016-7-2 16:05:00,2016-7-2 18:00:00,国内,Y,321,362
ZH,1996,2016-7-2 9:45:00,2016-7-2 18:00:00,国内,Y,738,378
CZ,1997,2016-7-2 17:10:00,2016-7-2 18:05:00,国内,Y,738,378
OQ,1998,2016-7-2 17:00:00,2016-7-2 18:05:00,国内,Y,320,312
CZ,1999,2016-7-2 16:25:00,2016-7-2 18:05:00,国内,Y,319,252
ZH,2000,2016-7-2 16:25:00,2016-7-2 18:05:00,国内,Y,738,378
HU,2001,2016-7-2 12:00:00,2016-7-2 18:10:00,国内,Y,73G,268
