航空公司,航班号,进机位时间,出机位时间,属性,航班任务,机型,最大旅客数
FM,5868,2016-7-9 11:25:00,2016-7-9 12:35:00,国内,Y,738,378
CA,5869,2016-7-8 23:55:00,2016-7-9 12:35:00,国内,Y,73G,268
KE,5870,2016-7-9 11:30:00,2016-7-9 12:40:00,国际,Y,333,880
CZ,5871,2016-7-9 11:20:00,2016-7-9 12:40:00,国际,Y,738,378
CA,5872,2016-7-9 11:55:00,2016-7-9 12:45:00,国内,Y,73W,298
CZ,5873,2016-7-9 11:35:00,2016-7-9 12:45:00,国内,Y,E90,140
CZ,5874,2016-7-9 11:35:00,2016-7-9 12:45:00,国内,Y,320,312
CZ,5875,2016-7-9 8:15:00,2016-7-9 12:45:00,国际,Y,321,362
CZ,5876,2016-7-9 11:45:00,2016-7-9 12:50:00,国内,Y,319,252
SC,5877,2016-7-9 11:25:00,2016-7-9 12:50:00,国内,Y,738,378
CZ,5878,2016-7-8 19:35:00,2016-7-9 12:50:00,国内,Y,752,478
CZ,5879,2016-7-9 11:30:00,2016-7-9 12:55:00,国际,Y,73G,268
CZ,5880,2016-7-8 18:30:00,2016-7-9 12:55:00,国内,Y,738,378
CZ,5881,2016-7-9 11:55:00,2016-7-9 13:00:00,国内,Y,333,880
HU,5882,2016-7-9 11:50:00,2016-7-9 13:00:00,国内,Y,788,500
CZ,5883,2016-7-9 11:45:00,2016-7-9 13:00:00,国内,Y,321,362
ZH,5884,2016-7-9 9:45:00,2016-7-9 13:00:00,国内,Y,738,378
ZH,5885,2016-7-9 11:50:00,2016-7-9 13:05:00,国内,Y,320,312
MU,5886,2016-7-9 12:05:00,2016-7-9 13:10:00,国内,Y,320,312
3U,5887,2016-7-9 12:00:00,2016-7-9 13:15:00,国内,Y,320,312
ZH,5888,2016-7-9 11:50:00,2016-7-9 13:15:00,国内,Y,738,378
CZ,5889,2016-7-9 11:30:00,2016-7-9 13:15:00,国内,Y,738,378
MF,5890,2016-7-8 12:10:00,2016-7-9 13:15:00,国内,Y,738,378
CZ,5891,2016-7-9 12:10:00,2016-7-9 13:20:00,国内,Y,320,312
CZ,5892,2016-7-9 11:50:00,2016-7-9 13:20:00,国内,Y,321,362
CZ,5893,2016-7-9 11:40:00,2016-7-9 13:20:00,国内,Y,738,378
MU,5894,2016-7-9 12:25:00,2016-7-9 13:25:00,国内,Y,321,362
SQ,5895,2016-7-9 12:20:00,2016-7-9 13:25:00,国际,Y,333,880
K6,5896,2016-7-9 12:15:00,2016-7-9 13:25:00,国际,Y,321,362
CZ,5897,2016-7-9 12:05:00,2016-7-9 13:25:00,国内,Y,320,312
CA,5898,2016-7-9 12:25:00,2016-7-9 13:30:00,国内,Y,332,606
OZ,5899,2016-7-9 12:15:00,2016-7-9 13:30:00,国际,Y,321,362
FM,5900,2016-7-9 11:55:00,2016-7-9 13:30:00,国内,Y,738,378
CA,5901,2016-7-9 11:45:00,2016-7-9 13:30:00,国内,Y,321,362
ZH,5902,2016-7-9 12:45:00,2016-7-9 13:35:00,国内,Y,320,312
CZ,5903,2016-7-9 12:25:00,2016-7-9 13:35:00,国内,Y,738,378
CZ,5904,2016-7-9 12:20:00,2016-7-9 13:35:00,国内,Y,319,252
CZ,5905,2016-7-9 12:30:00,2016-7-9 13:40:00,国内,Y,738,378
ZH,5906,2016-7-9 9:55:00,2016-7-9 13:40:00,国内,Y,738,378
CZ,5907,2016-7-9 12:50:00,2016-7-9 13:45:00,国内,3,E90,140
JD,5908,2016-7-9 12:40:00,2016-7-9 13:45:00,国内,Y,320,312
CZ,5909,2016-7-9 12:45:00,2016-7-9 13:50:00,国内,Y,738,378
FM,5910,2016-7-9 12:40:00,2016-7-9 13:50:00,国内,Y,738,378
CZ,5911,2016-7-9 10:25:00,2016-7-9 13:50:00,国际,Y,738,378
CA,5912,2016-7-9 12:55:00,2016-7-9 13:55:00,国内,Y,73G,268
CZ,5913,2016-7-9 12:20:00,2016-7-9 13:55:00,国内,Y,321,362
CZ,5914,2016-7-9 12:10:00,2016-7-9 13:55:00,国内,Y,321,362
CZ,5915,2016-7-9 12:15:00,2016-7-9 14:00:00,混合,Y,320,312
CZ,5916,2016-7-9 11:10:00,2016-7-9 14:00:00,国内,Y,773,1100
CZ,5917,2016-7-9 5:45:00,2016-7-9 14:00:00,国际,Y,773,1100
ZH,5918,2016-7-8 21:00:00,2016-7-9 14:00:00,国内,Y,738,378
ZH,5919,2016-7-9 7:00:00,2016-7-9 14:05:00,国内,Y,320,312
CZ,5920,2016-7-8 20:30:00,2016-7-9 14:05:00,国际,Y,E90,140
CZ,5921,2016-7-9 13:05:00,2016-7-9 14:10:00,国内,Y,320,312
KN,5922,2016-7-9 13:00:00,2016-7-9 14:10:00,国内,Y,738,378
ZH,5923,2016-7-9 12:50:00,2016-7-9 14:10:00,国内,Y,320,312
MU,5924,2016-7-9 12:20:00,2016-7-9 14:10:00,国内,Y,738,378
NH,5925,2016-7-9 13:05:00,2016-7-9 14:15:00,国际,Y,763,538
CZ,5926,2016-7-9 13:00:00,2016-7-9 14:15:00,国际,Y,73W,298
CZ,5927,2016-7-9 12:45:00,2016-7-9 14:15:00,国际,Y,333,880
CZ,5928,2016-7-9 13:10:00,2016-7-9 14:20:00,国内,3,319,252
CZ,5929,2016-7-9 13:05:00,2016-7-9 14:20:00,国内,Y,320,312
CZ,5930,2016-7-9 12:55:00,2016-7-9 14:20:00,国内,Y,319,252
CZ,5931,2016-7-9 13:25:00,2016-7-9 14:25:00,国内,Y,738,378
CZ,5932,2016-7-9 13:15:00,2016-7-9 14:25:00,国内,Y,738,378
MF,5933,2016-7-8 9:50:00,2016-7-9 14:25:00,国内,Y,73G,268
MU,5934,2016-7-9 13:25:00,2016-7-9 14:30:00,国内,Y,73G,268
MU,5935,2016-7-9 12:55:00,2016-7-9 14:30:00,国内,Y,321,362
JL,5936,2016-7-9 12:30:00,2016-7-9 14:30:00,国际,Y,763,538
CZ,5937,2016-7-9 12:10:00,2016-7-9 14:30:00,国际,Y,332,606
CZ,5938,2016-7-8 23:15:00,2016-7-9 14:35:00,国际,Y,773,1100
GJ,5939,2016-7-9 13:35:00,2016-7-9 14:40:00,国内,Y,320,312
MH,5940,2016-7-9 13:35:00,2016-7-9 14:40:00,国际,Y,738,378
CZ,5941,2016-7-9 13:45:00,2016-7-9 14:45:00,国内,Y,73G,268
HU,5942,2016-7-9 12:35:00,2016-7-9 14:45:00,国内,Y,738,378
ZH,5943,2016-7-9 13:40:00,2016-7-9 14:50:00,国内,Y,73H,238
HU,5944,2016-7-9 14:00:00,2016-7-9 14:55:00,国内,Y,738,378
CZ,5945,2016-7-9 13:45:00,2016-7-9 14:55:00,国内,Y,319,252
CZ,5946,2016-7-9 13:40:00,2016-7-9 14:55:00,国际,Y,738,378
CZ,5947,2016-7-9 12:45:00,2016-7-9 14:55:00,国内,Y,320,312
OQ,5948,2016-7-9 14:00:00,2016-7-9 15:00:00,国内,Y,320,312
CZ,5949,2016-7-9 13:55:00,2016-7-9 15:00:00,国内,Y,332,606
CZ,5950,2016-7-9 12:55:00,2016-7-9 15:00:00,国内,Y,333,880
CZ,5951,2016-7-9 13:55:00,2016-7-9 15:05:00,国内,Y,73G,268
HU,5952,2016-7-9 13:40:00,2016-7-9 15:05:00,国内,Y,738,378
CZ,5953,2016-7-9 13:40:00,2016-7-9 15:05:00,国内,Y,E90,140
CZ,5954,2016-7-9 13:35:00,2016-7-9 15:05:00,国际,Y,320,312
CZ,5955,2016-7-9 13:30:00,2016-7-9 15:10:00,国内,3,738,378
VN,5956,2016-7-9 14:10:00,2016-7-9 15:15:00,国际,Y,321,362
KN,5957,2016-7-9 14:00:00,2016-7-9 15:20:00,国内,Y,73H,238
CA,5958,2016-7-9 14:20:00,2016-7-9 15:25:00,国内,Y,320,312
GS,5959,2016-7-9 14:20:00,2016-7-9 15:25:00,国内,Y,32V,312
SV,5960,2016-7-9 13:30:00,2016-7-9 15:25:00,国际,Y,772,752
CA,5961,2016-7-9 14:15:00,2016-7-9 15:30:00,国内,Y,772,752
CZ,5962,2016-7-9 14:15:00,2016-7-9 15:30:00,国内,Y,321,362
MU,5963,2016-7-9 13:55:00,2016-7-9 15:30:00,国内,Y,321,362
ZH,5964,2016-7-9 13:50:00,2016-7-9 15:35:00,国内,Y,320,312
CZ,5965,2016-7-9 14:35:00,2016-7-9 15:40:00,国内,Y,320,312
ZH,5966,2016-7-8 23:05:00,2016-7-9 15:40:00,国内,Y,320,312
GA,5967,2016-7-9 14:45:00,2016-7-9 15:45:00,国际,Y,738,378
TG,5968,2016-7-9 14:35:00,2016-7-9 15:45:00,国际,Y,773,1100
CZ,5969,2016-7-9 13:55:00,2016-7-9 15:45:00,国内,Y,319,252
CZ,5970,2016-7-9 14:40:00,2016-7-9 15:50:00,国内,Y,738,378
CZ,5971,2016-7-9 14:35:00,2016-7-9 15:50:00,国内,Y,738,378
CZ,5972,2016-7-9 14:15:00,2016-7-9 15:50:00,国内,Y,788,500
CZ,5973,2016-7-9 13:50:00,2016-7-9 15:50:00,国内,Y,738,378
CZ,5974,2016-7-9 13:55:00,2016-7-9 15:55:00,国内,Y,332,606
CZ,5975,2016-7-9 14:45:00,2016-7-9 16:00:00,国内,Y,321,362
CZ,5976,2016-7-9 14:10:00,2016-7-9 16:00:00,国内,Y,773,1100
MU,5977,2016-7-9 15:10:00,2016-7-9 16:05:00,国内,Y,738,378
CZ,5978,2016-7-9 15:00:00,2016-7-9 16:05:00,国内,Y,320,312
CZ,5979,2016-7-9 14:30:00,2016-7-9 16:05:00,国际,Y,738,378
CZ,5980,2016-7-9 15:05:00,2016-7-9 16:10:00,国际,Y,738,378
9C,5981,2016-7-9 15:05:00,2016-7-9 16:10:00,国内,Y,320,312
ZH,5982,2016-7-9 15:00:00,2016-7-9 16:10:00,国内,Y,738,378
CZ,5983,2016-7-9 14:50:00,2016-7-9 16:10:00,国内,Y,738,378
CZ,5984,2016-7-9 15:05:00,2016-7-9 16:15:00,国内,Y,738,378
CZ,5985,2016-7-9 14:25:00,2016-7-9 16:15:00,国内,Y,321,362
HU,5986,2016-7-9 13:20:00,2016-7-9 16:15:00,国内,Y,73W,298
VN,5987,2016-7-9 15:20:00,2016-7-9 16:20:00,国际,Y,321,362
CZ,5988,2016-7-9 15:10:00,2016-7-9 16:20:00,国际,Y,321,362
CZ,5989,2016-7-9 14:40:00,2016-7-9 16:20:00,国际,Y,320,312
HU,5990,2016-7-9 15:10:00,2016-7-9 16:25:00,国内,Y,333,880
CZ,5991,2016-7-9 14:55:00,2016-7-9 16:25:00,国内,Y,320,312
CA,5992,2016-7-9 15:25:00,2016-7-9 16:30:00,国内,Y,321,362
MU,5993,2016-7-9 15:00:00,2016-7-9 16:30:00,国内,Y,738,378
CA,5994,2016-7-9 14:55:00,2016-7-9 16:30:00,国内,Y,738,378
CZ,5995,2016-7-9 14:40:00,2016-7-9 16:35:00,国内,Y,319,252
CZ,5996,2016-7-9 14:40:00,2016-7-9 16:35:00,国内,Y,738,378
CZ,5997,2016-7-9 14:25:00,2016-7-9 16:35:00,国内,Y,E90,140
CZ,5998,2016-7-9 15:35:00,2016-7-9 16:40:00,国内,Y,320,312
CZ,5999,2016-7-9 15:25:00,2016-7-9 16:40:00,国内,Y,319,252
CZ,6000,2016-7-9 15:25:00,2016-7-9 16:40:00,国内,Y,738,378
CZ,6001,2016-7-9 14:50:00,2016-7-9 16:40:00,国内,Y,319,252
CA,6002,2016-7-9 15:40:00,2016-7-9 16:45:00,国内,Y,738,378
MU,6003,2016-7-9 15:35:00,2016-7-9 16:45:00,国内,Y,32V,312
CZ,6004,2016-7-9 14:25:00,2016-7-9 16:45:00,国内,Y,E90,140
CZ,6005,2016-7-9 15:45:00,2016-7-9 16:50:00,国际,Y,738,378
CA,6006,2016-7-9 15:45:00,2016-7-9 16:50:00,国内,Y,320,312
CZ,6007,2016-7-9 15:05:00,2016-7-9 16:50:00,国内,Y,319,252
MU,6008,2016-7-9 15:50:00,2016-7-9 16:55:00,国内,Y,320,312
HU,6009,2016-7-9 15:15:00,2016-7-9 16:55:00,国内,Y,738,378
CZ,6010,2016-7-9 15:50:00,2016-7-9 17:00:00,国内,Y,320,312
CZ,6011,2016-7-9 15:20:00,2016-7-9 17:00:00,国内,Y,773,1100
CZ,6012,2016-7-6 16:45:00,2016-7-9 17:00:00,国内,Y,332,606
CZ,6013,2016-7-9 16:05:00,2016-7-9 17:05:00,国内,Y,319,252
CA,6014,2016-7-9 16:05:00,2016-7-9 17:05:00,国内,Y,321,362
CZ,6015,2016-7-9 16:00:00,2016-7-9 17:05:00,国内,3,321,362
3U,6016,2016-7-9 15:55:00,2016-7-9 17:05:00,国内,Y,320,312
CZ,6017,2016-7-9 16:15:00,2016-7-9 17:10:00,国际,Y,319,252
QV,6018,2016-7-9 16:10:00,2016-7-9 17:10:00,国际,Y,320,312
ZH,6019,2016-7-9 14:50:00,2016-7-9 17:10:00,国内,Y,320,312
CZ,6020,2016-7-9 14:15:00,2016-7-9 17:10:00,国内,Y,E90,140
CZ,6021,2016-7-9 16:10:00,2016-7-9 17:15:00,国内,Y,32V,312
CZ,6022,2016-7-9 15:15:00,2016-7-9 17:15:00,国际,Y,320,312
MF,6023,2016-7-8 13:20:00,2016-7-9 17:15:00,国内,Y,73G,268
CZ,6024,2016-7-9 15:45:00,2016-7-9 17:20:00,国内,Y,752,478
CZ,6025,2016-7-9 16:25:00,2016-7-9 17:25:00,国内,Y,319,252
CZ,6026,2016-7-9 15:40:00,2016-7-9 17:25:00,国内,Y,320,312
CA,6027,2016-7-9 16:25:00,2016-7-9 17:30:00,国内,Y,320,312
CI,6028,2016-7-9 16:15:00,2016-7-9 17:30:00,国际,Y,773,1100
FM,6029,2016-7-9 15:50:00,2016-7-9 17:30:00,国内,Y,738,378
MU,6030,2016-7-9 16:30:00,2016-7-9 17:35:00,国内,Y,32V,312
CZ,6031,2016-7-9 16:30:00,2016-7-9 17:35:00,国内,Y,320,312
MU,6032,2016-7-9 16:35:00,2016-7-9 17:40:00,国内,Y,320,312
MU,6033,2016-7-9 16:30:00,2016-7-9 17:40:00,国内,Y,73G,268
CZ,6034,2016-7-9 14:45:00,2016-7-9 17:45:00,国内,Y,320,312
9C,6035,2016-7-9 16:45:00,2016-7-9 17:50:00,国内,Y,32V,312
MU,6036,2016-7-9 16:50:00,2016-7-9 17:55:00,国内,Y,320,312
MU,6037,2016-7-9 16:50:00,2016-7-9 17:55:00,国内,Y,320,312
CZ,6038,2016-7-9 15:40:00,2016-7-9 17:55:00,国内,Y,320,312
CZ,6039,2016-7-9 16:45:00,2016-7-9 18:00:00,国内,Y,333,880
CZ,6040,2016-7-9 16:05:00,2016-7-9 18:00:00,国内,Y,321,362
ZH,6041,2016-7-9 15:10:00,2016-7-9 18:00:00,国内,Y,738,378
OQ,6042,2016-7-9 17:00:00,2016-7-9 18:05:00,国内,Y,320,312
ZH,6043,2016-7-9 16:25:00,2016-7-9 18:05:00,国内,Y,738,378
HU,6044,2016-7-9 12:00:00,2016-7-9 18:10:00,国内,Y,73G,268
CZ,6045,2016-7-9 16:40:00,2016-7-9 18:15:00,国内,Y,320,312
CZ,6046,2016-7-9 17:20:00,2016-7-9 18:20:00,国内,Y,738,378
CZ,6047,2016-7-9 15:55:00,2016-7-9 18:20:00,国内,3,738,378
CA,6048,2016-7-9 17:15:00,2016-7-9 18:25:00,国内,Y,321,362
CZ,6049,2016-7-9 17:05:00,2016-7-9 18:25:00,国际,Y,321,362
CZ,6050,2016-7-9 17:40:00,2016-7-9 18:30:00,国内,Y,320,312
CZ,6051,2016-7-9 17:35:00,2016-7-9 18:30:00,国内,Y,319,252
CA,6052,2016-7-9 17:25:00,2016-7-9 18:30:00,国内,3,319,252
MU,6053,2016-7-9 16:55:00,2016-7-9 18:30:00,国内,Y,321,362
CZ,6054,2016-7-9 17:30:00,2016-7-9 18:35:00,国内,Y,321,362
ZH,6055,2016-7-9 17:30:00,2016-7-9 18:35:00,国内,Y,320,312
CA,6056,2016-7-9 17:55:00,2016-7-9 18:40:00,国内,Y,73W,298
CZ,6057,2016-7-9 17:40:00,2016-7-9 18:40:00,国内,Y,319,252
CA,6058,2016-7-9 17:35:00,2016-7-9 18:45:00,国内,Y,319,252
CZ,6059,2016-7-9 17:10:00,2016-7-9 18:45:00,国内,Y,738,378
CZ,6060,2016-7-9 15:35:00,2016-7-9 18:45:00,国内,Y,738,378
CZ,6061,2016-7-9 17:25:00,2016-7-9 18:50:00,国际,Y,321,362
CZ,6062,2016-7-9 14:45:00,2016-7-9 18:50:00,国际,Y,73G,268
HU,6063,2016-7-9 17:50:00,2016-7-9 18:55:00,国内,Y,738,378
MU,6064,2016-7-9 17:45:00,2016-7-9 18:55:00,国内,Y,738,378
CZ,6065,2016-7-9 15:45:00,2016-7-9 18:55:00,国内,Y,321,362
CZ,6066,2016-7-9 18:00:00,2016-7-9 19:00:00,国内,Y,321,362
CZ,6067,2016-7-9 17:50:00,2016-7-9 19:00:00,国内,Y,321,362
CZ,6068,2016-7-9 15:05:00,2016-7-9 19:00:00,国际,Y,333,880
ZH,6069,2016-7-9 18:00:00,2016-7-9 19:05:00,国内,Y,319,252
CZ,6070,2016-7-9 17:45:00,2016-7-9 19:05:00,国内,Y,73H,238
CZ,6071,2016-7-9 17:45:00,2016-7-9 19:05:00,国内,Y,320,312
CZ,6072,2016-7-9 17:35:00,2016-7-9 19:05:00,国内,Y,738,378
CA,6073,2016-7-9 18:20:00,2016-7-9 19:10:00,国内,Y,73G,268
CZ,6074,2016-7-9 18:05:00,2016-7-9 19:10:00,国内,Y,319,252
CA,6075,2016-7-9 17:55:00,2016-7-9 19:10:00,国内,Y,738,378
CZ,6076,2016-7-9 16:20:00,2016-7-9 19:10:00,国际,Y,738,378
ZH,6077,2016-7-9 18:05:00,2016-7-9 19:15:00,国内,Y,320,312
CZ,6078,2016-7-9 14:35:00,2016-7-9 19:15:00,国内,Y,73W,298
ZH,6079,2016-7-9 18:25:00,2016-7-9 19:20:00,国内,Y,73H,238
MF,6080,2016-7-9 18:15:00,2016-7-9 19:20:00,国内,Y,73H,238
CZ,6081,2016-7-9 17:20:00,2016-7-9 19:20:00,国内,Y,738,378
HU,6082,2016-7-9 18:30:00,2016-7-9 19:25:00,国内,Y,738,378
CA,6083,2016-7-9 18:15:00,2016-7-9 19:30:00,国内,Y,321,362
FM,6084,2016-7-9 17:55:00,2016-7-9 19:30:00,国内,3,333,880
CZ,6085,2016-7-9 17:10:00,2016-7-9 19:30:00,国内,Y,320,312
CZ,6086,2016-7-9 18:30:00,2016-7-9 19:35:00,国内,Y,319,252
CZ,6087,2016-7-9 18:20:00,2016-7-9 19:35:00,国内,Y,320,312
CZ,6088,2016-7-9 18:15:00,2016-7-9 19:40:00,国际,Y,319,252
CZ,6089,2016-7-9 18:10:00,2016-7-9 19:40:00,国内,Y,320,312
CZ,6090,2016-7-9 18:50:00,2016-7-9 19:50:00,国内,Y,738,378
MU,6091,2016-7-9 18:45:00,2016-7-9 19:50:00,国内,3,320,312
MU,6092,2016-7-9 18:50:00,2016-7-9 19:55:00,国内,Y,321,362
HU,6093,2016-7-9 18:45:00,2016-7-9 19:55:00,国内,Y,738,378
HU,6094,2016-7-9 18:55:00,2016-7-9 20:00:00,国内,Y,333,880
CZ,6095,2016-7-9 17:45:00,2016-7-9 20:00:00,国内,Y,E90,140
CZ,6096,2016-7-9 17:15:00,2016-7-9 20:00:00,国内,3,773,1100
CZ,6097,2016-7-9 15:55:00,2016-7-9 20:00:00,国内,3,333,880
CZ,6098,2016-7-9 17:50:00,2016-7-9 20:05:00,国内,Y,738,378
CZ,6099,2016-7-9 17:40:00,2016-7-9 20:05:00,国内,Y,321,362
MU,6100,2016-7-9 13:00:00,2016-7-9 20:05:00,国内,Y,738,378
SC,6101,2016-7-9 19:05:00,2016-7-9 20:10:00,国内,Y,73H,238
CZ,6102,2016-7-9 19:00:00,2016-7-9 20:10:00,国内,Y,321,362
FM,6103,2016-7-9 18:55:00,2016-7-9 20:10:00,国内,Y,738,378
CZ,6104,2016-7-9 18:30:00,2016-7-9 20:10:00,国际,Y,738,378
MU,6105,2016-7-9 19:05:00,2016-7-9 20:15:00,国内,Y,320,312
CZ,6106,2016-7-9 18:45:00,2016-7-9 20:15:00,国际,Y,738,378
SC,6107,2016-7-9 18:15:00,2016-7-9 20:15:00,国内,3,738,378
ZH,6108,2016-7-9 19:25:00,2016-7-9 20:20:00,国内,Y,320,312
CZ,6109,2016-7-9 18:40:00,2016-7-9 20:20:00,国内,Y,320,312
CZ,6110,2016-7-9 18:05:00,2016-7-9 20:20:00,国内,Y,E90,140
CA,6111,2016-7-9 19:25:00,2016-7-9 20:25:00,国内,Y,321,362
CZ,6112,2016-7-9 19:35:00,2016-7-9 20:30:00,国内,Y,320,312
CA,6113,2016-7-9 19:25:00,2016-7-9 20:30:00,国内,Y,321,362
CZ,6114,2016-7-9 19:20:00,2016-7-9 20:30:00,国内,Y,319,252
FM,6115,2016-7-9 19:15:00,2016-7-9 20:30:00,国内,Y,738,378
CZ,6116,2016-7-9 19:05:00,2016-7-9 20:40:00,国内,Y,73W,298
AK,6117,2016-7-9 20:05:00,2016-7-9 20:50:00,国际,Y,320,312
CZ,6118,2016-7-9 19:40:00,2016-7-9 20:50:00,国内,Y,738,378
CZ,6119,2016-7-9 19:30:00,2016-7-9 20:50:00,国内,Y,738,378
CZ,6120,2016-7-9 20:05:00,2016-7-9 20:55:00,国内,Y,319,252
CZ,6121,2016-7-9 18:30:00,2016-7-9 20:55:00,国际,Y,738,378
MF,6122,2016-7-8 11:15:00,2016-7-9 20:55:00,国内,Y,738,378
TG,6123,2016-7-9 19:50:00,2016-7-9 21:00:00,国际,Y,773,1100
CA,6124,2016-7-9 19:40:00,2016-7-9 21:00:00,国内,Y,321,362
CZ,6125,2016-7-9 19:15:00,2016-7-9 21:00:00,国内,Y,333,880
CZ,6126,2016-7-9 16:35:00,2016-7-9 21:00:00,国际,Y,333,880
CZ,6127,2016-7-9 20:05:00,2016-7-9 21:05:00,国内,Y,738,378
CZ,6128,2016-7-9 18:10:00,2016-7-9 21:05:00,国际,Y,333,880
9C,6129,2016-7-9 20:00:00,2016-7-9 21:10:00,国内,Y,32V,312
CZ,6130,2016-7-9 12:30:00,2016-7-9 21:10:00,国内,Y,738,378
KN,6131,2016-7-9 20:10:00,2016-7-9 21:15:00,国内,Y,73H,238
ZH,6132,2016-7-9 20:00:00,2016-7-9 21:15:00,国内,Y,738,378
CZ,6133,2016-7-9 16:55:00,2016-7-9 21:15:00,国际,Y,333,880
CZ,6134,2016-7-9 20:25:00,2016-7-9 21:25:00,国内,Y,E90,140
ZH,6135,2016-7-9 20:20:00,2016-7-9 21:25:00,国内,Y,738,378
CZ,6136,2016-7-9 20:00:00,2016-7-9 21:30:00,国际,Y,321,362
FM,6137,2016-7-9 19:55:00,2016-7-9 21:30:00,国内,Y,738,378
CZ,6138,2016-7-9 5:40:00,2016-7-9 21:30:00,国际,3,388,1708
CZ,6139,2016-7-9 20:00:00,2016-7-9 21:35:00,国内,Y,320,312
CZ,6140,2016-7-9 20:40:00,2016-7-9 21:40:00,国内,Y,738,378
3U,6141,2016-7-9 20:35:00,2016-7-9 21:40:00,国内,Y,321,362
CZ,6142,2016-7-9 20:15:00,2016-7-9 21:40:00,国内,Y,738,378
HU,6143,2016-7-9 19:10:00,2016-7-9 21:40:00,国内,Y,73G,268
CZ,6144,2016-7-9 20:40:00,2016-7-9 21:45:00,国内,Y,320,312
ZH,6145,2016-7-9 20:30:00,2016-7-9 21:45:00,国内,Y,738,378
CZ,6146,2016-7-9 20:45:00,2016-7-9 21:50:00,国内,Y,738,378
MU,6147,2016-7-9 20:45:00,2016-7-9 21:50:00,国内,Y,320,312
3U,6148,2016-7-9 20:50:00,2016-7-9 21:55:00,国内,Y,321,362
HU,6149,2016-7-9 20:40:00,2016-7-9 21:55:00,国内,3,788,500
CZ,6150,2016-7-9 19:35:00,2016-7-9 21:55:00,国内,Y,738,378
OQ,6151,2016-7-9 21:00:00,2016-7-9 22:00:00,国内,Y,319,252
CZ,6152,2016-7-9 16:10:00,2016-7-9 22:00:00,国际,Y,788,500
CZ,6153,2016-7-9 20:10:00,2016-7-9 22:05:00,国内,Y,738,378
ZH,6154,2016-7-9 19:55:00,2016-7-9 22:05:00,国内,Y,320,312
MU,6155,2016-7-9 20:55:00,2016-7-9 22:10:00,国内,Y,738,378
JD,6156,2016-7-9 20:35:00,2016-7-9 22:10:00,国内,Y,320,312
CZ,6157,2016-7-9 20:20:00,2016-7-9 22:15:00,国际,Y,319,252
CZ,6158,2016-7-9 19:40:00,2016-7-9 22:15:00,国际,Y,321,362
CZ,6159,2016-7-9 21:30:00,2016-7-9 22:20:00,国内,Y,320,312
CZ,6160,2016-7-9 21:25:00,2016-7-9 22:20:00,国内,Y,320,312
KA,6161,2016-7-9 21:25:00,2016-7-9 22:20:00,国际,Y,321,362
KQ,6162,2016-7-9 16:45:00,2016-7-9 22:30:00,国际,Y,788,500
HU,6163,2016-7-9 15:15:00,2016-7-9 22:35:00,国内,Y,73G,268
MU,6164,2016-7-9 21:45:00,2016-7-9 22:50:00,国内,Y,320,312
CZ,6165,2016-7-9 21:20:00,2016-7-9 23:00:00,国内,Y,320,312
TK,6166,2016-7-9 16:50:00,2016-7-9 23:00:00,国际,Y,773,1100
PN,6167,2016-7-9 22:00:00,2016-7-9 23:05:00,国内,Y,320,312
AF,6168,2016-7-9 17:05:00,2016-7-9 23:05:00,国际,Y,772,752
MU,6169,2016-7-9 21:55:00,2016-7-9 23:10:00,国内,Y,321,362
CZ,6170,2016-7-9 22:30:00,2016-7-9 23:15:00,国内,Y,321,362
CZ,6171,2016-7-9 22:15:00,2016-7-9 23:15:00,国内,Y,320,312
JD,6172,2016-7-9 22:20:00,2016-7-9 23:20:00,国内,Y,32V,312
MS,6173,2016-7-9 15:30:00,2016-7-9 23:20:00,国际,Y,773,1100
CZ,6174,2016-7-9 1:30:00,2016-7-9 23:30:00,国际,I,77F,
PN,6175,2016-7-9 22:35:00,2016-7-9 23:40:00,国内,Y,320,312
ZH,6176,2016-7-9 22:00:00,2016-7-9 23:50:00,国际,Y,320,312
HU,6177,2016-7-9 21:35:00,2016-7-9 23:50:00,国内,Y,738,378
FD,6178,2016-7-9 23:10:00,2016-7-9 23:55:00,国际,Y,320,312
EK,6179,2016-7-9 22:10:00,2016-7-9 23:55:00,国际,Y,773,1100
CZ,6180,2016-7-9 16:45:00,2016-7-10 0:05:00,国际,Y,332,606
AK,6181,2016-7-9 23:20:00,2016-7-10 0:10:00,国际,Y,320,312
CA,6182,2016-7-9 8:50:00,2016-7-10 0:15:00,国内,I,752,478
FX,6183,2016-7-9 1:30:00,2016-7-10 0:15:00,国际,I,76Y,238
CZ,6184,2016-7-9 19:30:00,2016-7-10 0:20:00,国际,Y,332,606
CZ,6185,2016-7-9 17:10:00,2016-7-10 0:30:00,国际,Y,788,500
ET,6186,2016-7-9 14:55:00,2016-7-10 0:30:00,国际,Y,773,1100
CZ,6187,2016-7-9 17:10:00,2016-7-10 0:50:00,国际,Y,788,500
OZ,6188,2016-7-9 23:55:00,2016-7-10 0:55:00,国际,Y,321,362
QR,6189,2016-7-9 15:30:00,2016-7-10 0:55:00,国际,Y,388,1708
AK,6190,2016-7-10 0:30:00,2016-7-10 1:15:00,国际,Y,320,312
SQ,6191,2016-7-10 0:15:00,2016-7-10 1:20:00,国际,Y,333,880
CI,6192,2016-7-9 23:20:00,2016-7-10 1:20:00,国际,I,74Y,
ET,6193,2016-7-10 0:05:00,2016-7-10 1:30:00,国际,I,77F,
